Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,year,month,numeric_date,county_encoded,months_since_start,ev_total_lag1,ev_total_lag2,ev_total_lag3,ev_total_roll_mean_3,ev_total_pct_change_1,ev_total_pct_change_3,cumulative_ev,ev_growth_slope
2022-12-31,Bell,TX,Passenger,1.0,0.0,1.0,299.0,300.0,0.33,2022,12,24276,17,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2023-01-31,Bell,TX,Passenger,1.0,0.0,1.0,295.0,296.0,0.34,2023,1,24277,17,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0
2023-02-28,Bell,TX,Passenger,1.0,0.0,1.0,293.0,294.0,0.34,2023,2,24278,17,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999992
2023-03-31,Bell,TX,Passenger,1.0,0.0,1.0,282.0,283.0,0.35,2023,3,24279,17,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2023-04-30,Bell,TX,Passenger,1.0,0.0,1.0,276.0,277.0,0.36,2023,4,24280,17,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2023-05-31,Bell,TX,Passenger,1.0,0.0,1.0,268.0,269.0,0.37,2023,5,24281,17,16,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.999999999999998
2023-06-30,Bell,TX,Passenger,1.0,0.0,1.0,257.0,258.0,0.39,2023,6,24282,17,17,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.9999999999999996
2023-07-31,Bell,TX,Passenger,1.0,0.0,1.0,247.0,248.0,0.4,2023,7,24283,17,18,1.0,1.0,1.0,1.0,0.0,0.0,19.0,0.9999999999999982
2023-08-31,Bell,TX,Passenger,1.0,0.0,1.0,241.0,242.0,0.41,2023,8,24284,17,19,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.999999999999998
2023-09-30,Bell,TX,Passenger,1.0,0.0,1.0,232.0,233.0,0.43,2023,9,24285,17,20,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2023-10-31,Bell,TX,Passenger,1.0,0.0,1.0,229.0,230.0,0.43,2023,10,24286,17,21,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.999999999999998
2023-11-30,Bell,TX,Passenger,1.0,0.0,1.0,222.0,223.0,0.45,2023,11,24287,17,22,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2023-12-31,Bell,TX,Passenger,1.0,0.0,1.0,213.0,214.0,0.47,2023,12,24288,17,23,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2024-01-31,Bell,TX,Passenger,1.0,0.0,1.0,200.0,201.0,0.5,2024,1,24289,17,24,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2024-02-29,Bell,TX,Passenger,1.0,0.0,1.0,190.0,191.0,0.52,2024,2,24290,17,25,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2017-06-30,Bergen,NJ,Passenger,0.0,2.0,2.0,32.0,34.0,5.88,2017,6,24210,19,5,2.0,2.0,2.0,2.0,0.0,0.0,12.0,2.0000000000000004
2017-07-31,Bergen,NJ,Passenger,0.0,2.0,2.0,31.0,33.0,6.06,2017,7,24211,19,6,2.0,2.0,2.0,2.0,0.0,0.0,14.0,2.0
2017-08-31,Bergen,NJ,Passenger,0.0,2.0,2.0,31.0,33.0,6.06,2017,8,24212,19,7,2.0,2.0,2.0,2.0,0.0,0.0,16.0,2.0
2018-11-30,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2018,11,24227,19,8,2.0,2.0,2.0,2.0,-0.5,-0.5,17.0,1.8571428571428568
2018-12-31,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2018,12,24228,19,9,1.0,2.0,2.0,1.6666666666666667,0.0,-0.5,18.0,1.6285714285714288
2019-01-31,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2019,1,24229,19,10,1.0,1.0,2.0,1.3333333333333333,0.0,-0.5,19.0,1.3714285714285692
2019-02-28,Bergen,NJ,Passenger,1.0,0.0,1.0,26.0,27.0,3.7,2019,2,24230,19,11,1.0,1.0,1.0,1.0,0.0,0.0,20.0,1.142857142857141
2019-03-31,Bergen,NJ,Passenger,1.0,0.0,1.0,26.0,27.0,3.7,2019,3,24231,19,12,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2019-04-30,Bergen,NJ,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2019,4,24232,19,13,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.999999999999998
2019-05-31,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2019,5,24233,19,14,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2019-06-30,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2019,6,24234,19,15,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2019-07-31,Bergen,NJ,Passenger,1.0,0.0,1.0,27.0,28.0,3.57,2019,7,24235,19,16,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2019-08-31,Bergen,NJ,Passenger,1.0,0.0,1.0,28.0,29.0,3.45,2019,8,24236,19,17,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2022-11-30,Berkeley,SC,Passenger,0.0,1.0,1.0,115.0,116.0,0.86,2022,11,24275,20,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2022-12-31,Berkeley,SC,Passenger,0.0,1.0,1.0,115.0,116.0,0.86,2022,12,24276,20,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2023-01-31,Berkeley,SC,Passenger,0.0,1.0,1.0,113.0,114.0,0.88,2023,1,24277,20,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2023-02-28,Berkeley,SC,Passenger,0.0,1.0,1.0,109.0,110.0,0.91,2023,2,24278,20,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2023-03-31,Berkeley,SC,Passenger,0.0,1.0,1.0,107.0,108.0,0.93,2023,3,24279,20,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2023-04-30,Berkeley,SC,Passenger,0.0,1.0,1.0,105.0,106.0,0.94,2023,4,24280,20,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
2023-05-31,Berkeley,SC,Passenger,0.0,1.0,1.0,101.0,102.0,0.98,2023,5,24281,20,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2023-06-30,Berkeley,SC,Passenger,0.0,1.0,1.0,100.0,101.0,0.99,2023,6,24282,20,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0
2023-07-31,Berkeley,SC,Passenger,0.0,1.0,1.0,96.0,97.0,1.03,2023,7,24283,20,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999992
2023-08-31,Berkeley,SC,Passenger,0.0,1.0,1.0,92.0,93.0,1.08,2023,8,24284,20,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2023-09-30,Berkeley,SC,Passenger,0.0,1.0,1.0,91.0,92.0,1.09,2023,9,24285,20,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2023-10-31,Berkeley,SC,Passenger,1.0,1.0,2.0,89.0,91.0,2.2,2023,10,24286,20,16,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.1428571428571417
2023-11-30,Berkeley,SC,Passenger,1.0,1.0,2.0,85.0,87.0,2.3,2023,11,24287,20,17,2.0,1.0,1.0,1.3333333333333333,0.0,1.0,20.0,1.371428571428571
2023-12-31,Berkeley,SC,Passenger,1.0,1.0,2.0,83.0,85.0,2.35,2023,12,24288,20,18,2.0,2.0,1.0,1.6666666666666667,0.0,1.0,22.0,1.6285714285714266
2024-01-31,Berkeley,SC,Passenger,1.0,1.0,2.0,78.0,80.0,2.5,2024,1,24289,20,19,2.0,2.0,2.0,2.0,0.0,0.0,24.0,1.8571428571428557
2024-02-29,Berkeley,SC,Passenger,1.0,1.0,2.0,76.0,78.0,2.56,2024,2,24290,20,20,2.0,2.0,2.0,2.0,0.0,0.0,26.0,2.0
2019-08-31,Berkshire,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2019,8,24236,21,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2019-09-30,Berkshire,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2019,9,24237,21,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2019-10-31,Berkshire,MA,Passenger,0.0,1.0,1.0,4.0,5.0,6.9025,2019,10,24238,21,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2019-11-30,Berkshire,MA,Passenger,0.0,1.0,1.0,5.0,6.0,6.9025,2019,11,24239,21,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2019-12-31,Berkshire,MA,Passenger,0.0,1.0,1.0,5.0,6.0,6.9025,2019,12,24240,21,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2020-01-31,Berkshire,MA,Passenger,0.0,1.0,1.0,5.0,6.0,6.9025,2020,1,24241,21,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
